cagnotte_id,data_clicked_from,data_completion_rate,data_device,data_file_size,data_mime_type,data_platform,data_skip_time,data_thumbnail_url,data_video_duration,data_video_height,data_video_width,data_view_duration,data_watch_duration,event_id,event_type,id_categorie,post_id,session_id,timestamp,user_id,user_type,video_id
04b7e225-61b4-4917-acf8-5934a09dbf2c,,0.6,tablet,,,,,,60,,,,36,25,video_view,7931366a-b995-4cfb-8072-6f0e076e5564,00b751a3-7af9-46dd-95bd-4c3939345a45,,2025-09-18T02:23:29+00:00,319c6627-0e13-4613-9c56-ad455618fad1,authenticated,399
ea2d0655-c7e9-4130-bcf1-20ff4c227aa7,,,,,,,2,,,,,,,26,video_skip,7c732b16-2984-4136-881b-7e49cf450459,be6bcdb5-99b6-4969-9c1d-b6cbdef8f133,,2025-09-18T02:24:02+00:00,44456737-15dc-45b3-a8b3-b201eb3b12f7,authenticated,358
e0e44689-a198-4455-b710-ed2969cee7e5,,,,,,twitter,,,,,,,,27,video_share,7c732b16-2984-4136-881b-7e49cf450459,99350afd-1173-4ef2-99f3-11bc66cff7f9,,2025-09-18T02:24:16+00:00,7056bb7f-6b04-470b-9811-aceaac75bcfe,authenticated,444
64afac26-d6dd-4a33-9060-fb86c551317a,recommendation,,,,,,,,,,,209,,28,cagnotte_detail_view,71487702-6ded-4b72-b23c-dbad5166228b,,,2025-09-18T02:24:21+00:00,04f826e7-3016-44a6-b2b0-e31b002876dd,authenticated,
04b7e225-61b4-4917-acf8-5934a09dbf2c,,0.92,tablet,,,,,,60,,,,55,29,video_view,7931366a-b995-4cfb-8072-6f0e076e5564,ad22b034-2669-48e4-aaae-5c6f222189de,edd67eba-c414-480a-b6d8-a15095a181fc,2025-09-18T02:24:50+00:00,,anonymous,407
ea2d0655-c7e9-4130-bcf1-20ff4c227aa7,,,,,,,,,,,,,,30,video_favorite,7c732b16-2984-4136-881b-7e49cf450459,5086f612-72a6-4329-84ab-5e65a35c2149,,2025-09-18T02:25:01+00:00,185b74d2-9b28-4674-9420-55138027a8cf,authenticated,359
ea2d0655-c7e9-4130-bcf1-20ff4c227aa7,,,,,,,,,,,,,,31,video_replay,7c732b16-2984-4136-881b-7e49cf450459,a6ad4349-1477-4e88-bfa0-4c85e8f124af,,2025-09-18T02:25:11+00:00,04f826e7-3016-44a6-b2b0-e31b002876dd,authenticated,368
04b7e225-61b4-4917-acf8-5934a09dbf2c,,,,,,,3,,,,,,,32,video_skip,7931366a-b995-4cfb-8072-6f0e076e5564,00662aca-4827-4b6a-88b2-2bec5c3e973b,ce782a68-4f2d-4c3d-9351-a97aa1628ccb,2025-09-18T02:27:17+00:00,,anonymous,415
01eacc5e-9ae3-4edd-846c-4029591a5f13,search,,,,,,,,,,,23,,33,cagnotte_detail_view,71487702-6ded-4b72-b23c-dbad5166228b,,,2025-09-18T02:28:50+00:00,1a67c702-540f-47da-8fbe-b19eab0c06e6,authenticated,
04b7e225-61b4-4917-acf8-5934a09dbf2c,,,,,,,,,,,,,,34,video_favorite,7931366a-b995-4cfb-8072-6f0e076e5564,ad22b034-2669-48e4-aaae-5c6f222189de,5cc1462c-33c9-4eaf-a7b5-0dca9400f6b3,2025-09-18T02:28:59+00:00,,anonymous,411
ea2d0655-c7e9-4130-bcf1-20ff4c227aa7,,,,,,,2,,,,,,,35,video_skip,7c732b16-2984-4136-881b-7e49cf450459,1797789b-e99f-44f0-bbef-9b21a97e6bfe,,2025-09-18T02:29:09+00:00,04f826e7-3016-44a6-b2b0-e31b002876dd,authenticated,367
ea2d0655-c7e9-4130-bcf1-20ff4c227aa7,,,,,,,,,,,,,,36,video_favorite,7c732b16-2984-4136-881b-7e49cf450459,dad7ec1c-1f3b-4877-9a52-1c6b45a1a303,,2025-09-18T02:31:01+00:00,d959671c-cf76-4668-b272-3bc315a22b76,authenticated,366
04b7e225-61b4-4917-acf8-5934a09dbf2c,,0.35,desktop,,,,,,60,,,,21,37,video_view,7931366a-b995-4cfb-8072-6f0e076e5564,905db189-d794-443c-8768-dff556d606df,a3d26d32-b454-4a57-90b8-e6ac50ea97fe,2025-09-18T02:31:51+00:00,,anonymous,402
04b7e225-61b4-4917-acf8-5934a09dbf2c,,,,,,twitter,,,,,,,,38,video_share,7931366a-b995-4cfb-8072-6f0e076e5564,ad22b034-2669-48e4-aaae-5c6f222189de,,2025-09-18T02:31:52+00:00,7056bb7f-6b04-470b-9811-aceaac75bcfe,authenticated,409
5793ad00-9d5d-431a-baee-8b8e52696c93,video,,,,,,,,,,,133,,39,cagnotte_detail_view,484a7a24-f719-4546-83fc-fa1b386aa4cc,,,2025-09-18T02:32:22+00:00,1a67c702-540f-47da-8fbe-b19eab0c06e6,authenticated,
e0e44689-a198-4455-b710-ed2969cee7e5,,,,,,,,,,,,,,40,video_favorite,7c732b16-2984-4136-881b-7e49cf450459,99350afd-1173-4ef2-99f3-11bc66cff7f9,,2025-09-18T02:34:45+00:00,d959671c-cf76-4668-b272-3bc315a22b76,authenticated,440
04b7e225-61b4-4917-acf8-5934a09dbf2c,,0.82,desktop,,,,,,60,,,,49,41,video_view,7931366a-b995-4cfb-8072-6f0e076e5564,e5527139-84e0-470e-9188-3147e669f35a,,2025-09-18T02:35:35+00:00,8848ceed-ef04-406d-a509-fd4f7129e3dc,authenticated,427
ea2d0655-c7e9-4130-bcf1-20ff4c227aa7,,,,,,,2,,,,,,,42,video_skip,7c732b16-2984-4136-881b-7e49cf450459,b6ed3742-9ae9-4246-8c4a-38ee6412a882,,2025-09-18T02:35:49+00:00,04f826e7-3016-44a6-b2b0-e31b002876dd,authenticated,369
04b7e225-61b4-4917-acf8-5934a09dbf2c,,,,,,whatsapp,,,,,,,,43,video_share,7931366a-b995-4cfb-8072-6f0e076e5564,a2779283-d041-4ba9-a3d6-8e88e4427b9d,,2025-09-18T02:37:50+00:00,319c6627-0e13-4613-9c56-ad455618fad1,authenticated,389
7e69883f-a1f8-4e0e-abff-0bf397154051,,,,,,telegram,,,,,,,,44,video_share,7c732b16-2984-4136-881b-7e49cf450459,8ae44917-19e1-4b02-bede-9c660be849a8,,2025-09-18T02:39:05+00:00,8848ceed-ef04-406d-a509-fd4f7129e3dc,authenticated,433
8dca46a3-4731-4575-8b21-dffcd7aaad3b,video,,,,,,,,,,,47,,45,cagnotte_detail_view,7c732b16-2984-4136-881b-7e49cf450459,,,2025-09-18T02:39:17+00:00,1a67c702-540f-47da-8fbe-b19eab0c06e6,authenticated,
e0e44689-a198-4455-b710-ed2969cee7e5,,,,,,,2,,,,,,,46,video_skip,7c732b16-2984-4136-881b-7e49cf450459,99350afd-1173-4ef2-99f3-11bc66cff7f9,64469ec4-023f-49b3-918b-4b618bc3b81e,2025-09-18T02:40:02+00:00,,anonymous,443
ea2d0655-c7e9-4130-bcf1-20ff4c227aa7,,,,,,whatsapp,,,,,,,,47,video_share,7c732b16-2984-4136-881b-7e49cf450459,11c1ee0d-b64a-4ba4-96f1-80197f2d1b84,,2025-09-18T02:41:01+00:00,1a67c702-540f-47da-8fbe-b19eab0c06e6,authenticated,364
ea2d0655-c7e9-4130-bcf1-20ff4c227aa7,,0.55,mobile,1599643,video/mp4,,,,60,,,,33,48,video_view,7c732b16-2984-4136-881b-7e49cf450459,ebce37f8-0804-4a4d-97ca-e84c1ff8d5b2,,2025-09-18T02:42:07+00:00,319c6627-0e13-4613-9c56-ad455618fad1,authenticated,361
9092eab6-4958-489c-9dc1-f75fc64eabda,,,,,,whatsapp,,,,,,,,49,video_share,7c732b16-2984-4136-881b-7e49cf450459,fd88d4b6-f0ca-4d45-b7c1-a3841f6ac1db,,2025-09-18T02:42:16+00:00,44456737-15dc-45b3-a8b3-b201eb3b12f7,authenticated,432
04b7e225-61b4-4917-acf8-5934a09dbf2c,,0.15,mobile,,,,,,60,,,,9,50,video_view,7931366a-b995-4cfb-8072-6f0e076e5564,e5527139-84e0-470e-9188-3147e669f35a,,2025-09-18T02:45:27+00:00,d959671c-cf76-4668-b272-3bc315a22b76,authenticated,426
04b7e225-61b4-4917-acf8-5934a09dbf2c,,,,,,whatsapp,,,,,,,,51,video_share,7931366a-b995-4cfb-8072-6f0e076e5564,2f65a0b4-9350-4fee-92fd-82ef81a7d64c,,2025-09-18T02:46:16+00:00,7056bb7f-6b04-470b-9811-aceaac75bcfe,authenticated,391
e0e44689-a198-4455-b710-ed2969cee7e5,,,,,,,3,,,,,,,52,video_skip,7c732b16-2984-4136-881b-7e49cf450459,99350afd-1173-4ef2-99f3-11bc66cff7f9,,2025-09-18T02:46:28+00:00,d959671c-cf76-4668-b272-3bc315a22b76,authenticated,442
04b7e225-61b4-4917-acf8-5934a09dbf2c,,,,,,telegram,,,,,,,,53,video_share,7931366a-b995-4cfb-8072-6f0e076e5564,10c80598-075f-4f57-86d6-883cfb3caad5,,2025-09-18T02:47:02+00:00,319c6627-0e13-4613-9c56-ad455618fad1,authenticated,396
ea2d0655-c7e9-4130-bcf1-20ff4c227aa7,,,,,,,3,,,,,,,54,video_skip,7c732b16-2984-4136-881b-7e49cf450459,a6ad4349-1477-4e88-bfa0-4c85e8f124af,77508908-b069-4e88-b3d6-b5e674b9f20a,2025-09-18T02:47:30+00:00,,anonymous,368
87b938d3-50f1-436e-b1eb-e5c07f292510,,0.37,mobile,,,,,,60,,,,22,55,video_view,7c732b16-2984-4136-881b-7e49cf450459,e42cd191-b482-4f5c-8aa6-0f7a369e9ad2,,2025-09-18T02:49:41+00:00,7056bb7f-6b04-470b-9811-aceaac75bcfe,authenticated,430
e0e44689-a198-4455-b710-ed2969cee7e5,,0.27,desktop,,,,,,60,,,,16,56,video_view,7c732b16-2984-4136-881b-7e49cf450459,99350afd-1173-4ef2-99f3-11bc66cff7f9,,2025-09-18T02:50:21+00:00,7056bb7f-6b04-470b-9811-aceaac75bcfe,authenticated,442
ea2d0655-c7e9-4130-bcf1-20ff4c227aa7,,,,,,,,,,,,,,57,video_favorite,7c732b16-2984-4136-881b-7e49cf450459,5086f612-72a6-4329-84ab-5e65a35c2149,f1f72082-097c-43b6-a9fe-c256801d27c8,2025-09-18T02:50:38+00:00,,anonymous,359
04b7e225-61b4-4917-acf8-5934a09dbf2c,,,,,,,2,,,,,,,58,video_skip,7931366a-b995-4cfb-8072-6f0e076e5564,c4cbe13e-4ba5-4970-99d4-3a5ec39da5e0,,2025-09-18T02:50:49+00:00,319c6627-0e13-4613-9c56-ad455618fad1,authenticated,381
04b7e225-61b4-4917-acf8-5934a09dbf2c,,0.72,tablet,,,,,,60,,,,43,59,video_view,7931366a-b995-4cfb-8072-6f0e076e5564,e5527139-84e0-470e-9188-3147e669f35a,dbe0edd2-f577-4b3f-844c-70ce349e8b4b,2025-09-18T02:50:50+00:00,,anonymous,427
04b7e225-61b4-4917-acf8-5934a09dbf2c,,,,,,,3,,,,,,,60,video_skip,7931366a-b995-4cfb-8072-6f0e076e5564,10c80598-075f-4f57-86d6-883cfb3caad5,,2025-09-18T02:50:55+00:00,eca1c7b8-9e4e-48ca-a5ff-cad3891c3680,authenticated,396
e0e44689-a198-4455-b710-ed2969cee7e5,,0.08,tablet,,,,,,60,,,,5,61,video_view,7c732b16-2984-4136-881b-7e49cf450459,99350afd-1173-4ef2-99f3-11bc66cff7f9,,2025-09-18T02:50:58+00:00,185b74d2-9b28-4674-9420-55138027a8cf,authenticated,442
ea2d0655-c7e9-4130-bcf1-20ff4c227aa7,,0.38,tablet,1599643,video/mp4,,,,60,,,,23,62,video_view,7c732b16-2984-4136-881b-7e49cf450459,3bcc968e-3813-4a62-a641-68087d8a286d,,2025-09-18T02:51:08+00:00,8848ceed-ef04-406d-a509-fd4f7129e3dc,authenticated,362
f824fc85-f39b-435b-aca6-d6f7d3f0205f,,,,,,,,,,,,,,63,video_favorite,7c732b16-2984-4136-881b-7e49cf450459,41e53bd9-d392-4c28-a764-9f40b8e59447,,2025-09-18T02:51:57+00:00,d959671c-cf76-4668-b272-3bc315a22b76,authenticated,435
b0babe49-9928-4405-a4d1-78ffd7461913,trending,,,,,,,,,,,226,,64,cagnotte_detail_view,2a930a84-fb5c-4e16-a6da-954b6eb15c90,,,2025-09-18T02:52:09+00:00,44456737-15dc-45b3-a8b3-b201eb3b12f7,authenticated,
ea2d0655-c7e9-4130-bcf1-20ff4c227aa7,,,,,,,,,,,,,,65,video_favorite,7c732b16-2984-4136-881b-7e49cf450459,a6ad4349-1477-4e88-bfa0-4c85e8f124af,,2025-09-18T02:53:02+00:00,8848ceed-ef04-406d-a509-fd4f7129e3dc,authenticated,368
ea2d0655-c7e9-4130-bcf1-20ff4c227aa7,,0.3,mobile,1599643,video/mp4,,,,60,,,,18,66,video_view,7c732b16-2984-4136-881b-7e49cf450459,dad7ec1c-1f3b-4877-9a52-1c6b45a1a303,,2025-09-18T02:53:32+00:00,eca1c7b8-9e4e-48ca-a5ff-cad3891c3680,authenticated,366
ea2d0655-c7e9-4130-bcf1-20ff4c227aa7,,,,,,,2,,,,,,,67,video_skip,7c732b16-2984-4136-881b-7e49cf450459,1797789b-e99f-44f0-bbef-9b21a97e6bfe,15577f8d-fa28-4619-a0da-92bf525201c2,2025-09-18T02:53:46+00:00,,anonymous,367
04b7e225-61b4-4917-acf8-5934a09dbf2c,,0.1,tablet,,,,,,60,,,,6,68,video_view,7931366a-b995-4cfb-8072-6f0e076e5564,a99dff8a-c7e2-4158-8e77-0358a7888233,,2025-09-18T02:53:54+00:00,1a67c702-540f-47da-8fbe-b19eab0c06e6,authenticated,385
b437d78a-52a7-4c5f-bf08-ea3e7c4362e6,video,,,,,,,,,,,224,,69,cagnotte_detail_view,2a930a84-fb5c-4e16-a6da-954b6eb15c90,,,2025-09-18T02:54:15+00:00,eca1c7b8-9e4e-48ca-a5ff-cad3891c3680,authenticated,
04b7e225-61b4-4917-acf8-5934a09dbf2c,,0.27,desktop,,,,,,60,,,,16,70,video_view,7931366a-b995-4cfb-8072-6f0e076e5564,e5527139-84e0-470e-9188-3147e669f35a,,2025-09-18T02:54:20+00:00,319c6627-0e13-4613-9c56-ad455618fad1,authenticated,427
04b7e225-61b4-4917-acf8-5934a09dbf2c,,,,,,,,,,,,,,71,video_favorite,7931366a-b995-4cfb-8072-6f0e076e5564,00662aca-4827-4b6a-88b2-2bec5c3e973b,,2025-09-18T02:54:37+00:00,44456737-15dc-45b3-a8b3-b201eb3b12f7,authenticated,415
04b7e225-61b4-4917-acf8-5934a09dbf2c,,0.97,desktop,,,,,,60,,,,58,72,video_view,7931366a-b995-4cfb-8072-6f0e076e5564,10c80598-075f-4f57-86d6-883cfb3caad5,b611ccf2-4b3f-455d-88bb-5a7476e93e90,2025-09-18T02:55:11+00:00,,anonymous,395
04b7e225-61b4-4917-acf8-5934a09dbf2c,,,,,,,1,,,,,,,73,video_skip,7931366a-b995-4cfb-8072-6f0e076e5564,c4cbe13e-4ba5-4970-99d4-3a5ec39da5e0,,2025-09-18T02:55:37+00:00,7056bb7f-6b04-470b-9811-aceaac75bcfe,authenticated,381
04b7e225-61b4-4917-acf8-5934a09dbf2c,,,,,,,1,,,,,,,74,video_skip,7931366a-b995-4cfb-8072-6f0e076e5564,e5527139-84e0-470e-9188-3147e669f35a,,2025-09-18T02:56:01+00:00,eca1c7b8-9e4e-48ca-a5ff-cad3891c3680,authenticated,427
04b7e225-61b4-4917-acf8-5934a09dbf2c,,,,,,,2,,,,,,,75,video_skip,7931366a-b995-4cfb-8072-6f0e076e5564,ad22b034-2669-48e4-aaae-5c6f222189de,,2025-09-18T02:56:30+00:00,8848ceed-ef04-406d-a509-fd4f7129e3dc,authenticated,411
04b7e225-61b4-4917-acf8-5934a09dbf2c,,,,,,,3,,,,,,,76,video_skip,7931366a-b995-4cfb-8072-6f0e076e5564,948231d5-2c70-4922-9e4b-ceea15ff359e,,2025-09-18T02:56:36+00:00,319c6627-0e13-4613-9c56-ad455618fad1,authenticated,420
ea2d0655-c7e9-4130-bcf1-20ff4c227aa7,,0.45,mobile,1599643,video/mp4,,,,60,,,,27,77,video_view,7c732b16-2984-4136-881b-7e49cf450459,a6ad4349-1477-4e88-bfa0-4c85e8f124af,,2025-09-18T02:57:28+00:00,319c6627-0e13-4613-9c56-ad455618fad1,authenticated,368
04b7e225-61b4-4917-acf8-5934a09dbf2c,,0.73,mobile,,,,,,60,,,,44,78,video_view,7931366a-b995-4cfb-8072-6f0e076e5564,3bee3b9c-8b55-447f-a656-35d4eb62c825,,2025-09-18T02:57:54+00:00,d959671c-cf76-4668-b272-3bc315a22b76,authenticated,422
e0e44689-a198-4455-b710-ed2969cee7e5,,0.42,mobile,,,,,,60,,,,25,79,video_view,7c732b16-2984-4136-881b-7e49cf450459,99350afd-1173-4ef2-99f3-11bc66cff7f9,,2025-09-18T02:58:10+00:00,8848ceed-ef04-406d-a509-fd4f7129e3dc,authenticated,442
ea2d0655-c7e9-4130-bcf1-20ff4c227aa7,,0.8,tablet,1599643,video/mp4,,,,60,,,,48,80,video_view,7c732b16-2984-4136-881b-7e49cf450459,b6ed3742-9ae9-4246-8c4a-38ee6412a882,,2025-09-18T02:58:19+00:00,eca1c7b8-9e4e-48ca-a5ff-cad3891c3680,authenticated,369
cc9b3d27-7de2-432e-9f7e-7bd0f7f2eb2f,video,,,,,,,,,,,106,,81,cagnotte_detail_view,2a930a84-fb5c-4e16-a6da-954b6eb15c90,,,2025-09-18T02:58:48+00:00,7056bb7f-6b04-470b-9811-aceaac75bcfe,authenticated,
04b7e225-61b4-4917-acf8-5934a09dbf2c,,,,,,,,,,,,,,82,video_replay,7931366a-b995-4cfb-8072-6f0e076e5564,10c80598-075f-4f57-86d6-883cfb3caad5,,2025-09-18T02:59:13+00:00,8848ceed-ef04-406d-a509-fd4f7129e3dc,authenticated,395
04b7e225-61b4-4917-acf8-5934a09dbf2c,,0.45,desktop,,,,,,60,,,,27,83,video_view,7931366a-b995-4cfb-8072-6f0e076e5564,e5527139-84e0-470e-9188-3147e669f35a,,2025-09-18T02:59:41+00:00,eca1c7b8-9e4e-48ca-a5ff-cad3891c3680,authenticated,428
04b7e225-61b4-4917-acf8-5934a09dbf2c,,,,,,,,,,,,,,84,video_favorite,7931366a-b995-4cfb-8072-6f0e076e5564,3bee3b9c-8b55-447f-a656-35d4eb62c825,,2025-09-18T03:00:43+00:00,44456737-15dc-45b3-a8b3-b201eb3b12f7,authenticated,423
e0e44689-a198-4455-b710-ed2969cee7e5,,,,,,,1,,,,,,,85,video_skip,7c732b16-2984-4136-881b-7e49cf450459,99350afd-1173-4ef2-99f3-11bc66cff7f9,,2025-09-18T03:00:43+00:00,319c6627-0e13-4613-9c56-ad455618fad1,authenticated,444
04b7e225-61b4-4917-acf8-5934a09dbf2c,,,,,,whatsapp,,,,,,,,86,video_share,7931366a-b995-4cfb-8072-6f0e076e5564,3bee3b9c-8b55-447f-a656-35d4eb62c825,609f8012-4274-45cb-bf4d-1b5f5d761758,2025-09-18T03:01:13+00:00,,anonymous,423
04b7e225-61b4-4917-acf8-5934a09dbf2c,,0.37,tablet,,,,,,60,,,,22,87,video_view,7931366a-b995-4cfb-8072-6f0e076e5564,e5527139-84e0-470e-9188-3147e669f35a,52e8135e-b47a-4c96-a3a3-981275c373e8,2025-09-18T03:01:36+00:00,,anonymous,428
b4b67278-42b3-4416-8a4a-155c2aa8c27a,video,,,,,,,,,,,11,,88,cagnotte_detail_view,71487702-6ded-4b72-b23c-dbad5166228b,,,2025-09-18T03:01:41+00:00,1a67c702-540f-47da-8fbe-b19eab0c06e6,authenticated,
ea2d0655-c7e9-4130-bcf1-20ff4c227aa7,,0.47,tablet,1599643,video/mp4,,,,60,,,,28,89,video_view,7c732b16-2984-4136-881b-7e49cf450459,b6ed3742-9ae9-4246-8c4a-38ee6412a882,,2025-09-18T03:02:30+00:00,7056bb7f-6b04-470b-9811-aceaac75bcfe,authenticated,369
